"blackout shade","multi-use screwdriver","shovel","vacuum sealer","tool set","humidifier","air mattress","clothing iron","hairdryer","wireless receiver","fireextinguisher","toolbox","bike pump","snow shovel","coffee maker","pressure cooker","thermos","growler","travel mug","food thermometer","usb battery","blender","knife sharpener","electric kettle","electric toothbrush","toaster","carbonator","lumbar pillow","backpack","rainjacket","casserole pan","portable speaker","bluetooth keyfinder","smartphone tripod","portable gas grill","smart bathroom scale","christmas tree stand","drone for beginners","external harddrive","portable ice maker","cat bed","dog coat","bluetooth headphones","white noise machine","Amazon echo","sheet set","space heater","handheld vacuum","bath towel","sunrise alarm clock"
30,13,20,35,41,25,35,15,30,25,76,61,30,30,45,40,15,15,5,10,55,30,25,25,40,25,40,35,30,40,20,35,25,25,55,20,9,30,100,40,10,15,30,10,45,30,35,45,13,15
40,33,13,40,55,65,66,24,17,35,66,65,19,14,35,45,30,20,33,20,65,24,15,25,35,11,65,21,28,65,25,35,25,9,65,53,11,57,80,25,16,18,45,25,30,30,15,23,15,35
83,25,23,44,34,81,42,18,22,33,20,68,25,33,61,100,20,25,19,29,66,24,75,60,64,49,71,67,25,46,75,15,30,18,62,82,30,35,51,93,66,33,86,90,83,72,39,25,68,41
24,1,3,60,23,21,27,12,90,82,78,92,6,13,62,84,32,15,20,16,31,48,30,20,12,51,12,8,66,93,6,77,67,58,91,68,5,81,57,40,6,3,64,56,76,42,27,77,9,11
25,15,15,25,34,51,50,25,20,30,20,20,20,20,29,25,35,15,20,19,25,40,15,25,35,25,40,21,30,50,25,20,19,50,30,30,20,25,70,25,13,40,30,19,34,40,25,45,12,15
22,14,32,25,83,53,22,18,23,35,52,40,31,20,42,47,39,40,14,57,19,29,48,27,3,27,34,21,34,31,24,30,41,28,90,34,18,69,76,64,24,17,36,20,75,32,48,47,23,37
5,15,5,10,70,20,0,0,0,20,50,10,0,10,20,20,5,0,5,0,20,10,0,30,5,10,0,15,30,15,5,20,10,0,40,0,0,60,80,0,0,0,10,0,20,30,30,25,3,0
25,29,25,40,50,100,75,20,20,70,35,70,40,25,60,90,15,25,20,30,41,40,25,51,20,26,80,30,40,75,30,51,30,35,25,60,30,40,100,75,40,20,75,35,51,25,60,51,40,40
40,5,10,10,10,20,76,35,20,50,15,25,5,5,30,5,15,15,20,15,45,25,5,30,23,25,15,25,35,25,10,70,5,30,40,50,10,55,55,25,35,0,75,0,55,26,45,35,35,24
10,10,20,20,35,30,35,20,0,25,30,20,0,20,10,45,15,15,15,15,25,35,10,15,45,10,5,10,15,25,15,5,25,0,45,20,10,25,65,30,0,0,30,5,20,35,60,35,15,10
5,5,4,23,5,18,15,5,8,1,20,8,2,2,8,60,6,3,5,2,9,6,1,10,14,3,29,6,15,15,9,6,4,2,17,7,1,4,19,4,7,3,8,6,1,12,15,4,14,2
80,89,72,100,93,64,92,74,79,87,86,90,76,82,89,85,83,84,83,87,87,94,86,84,81,88,85,78,78,79,84,72,88,87,85,73,88,97,81,91,96,75,93,81,73,85,82,83,85,85
10,22,41,20,5,15,20,12,5,25,20,50,7,22,47,29,10,20,24,12,9,14,29,8,10,30,40,5,13,64,5,18,10,30,20,32,3,0,70,24,4,17,20,14,5,59,18,19,22,40
3,15,3,35,42,30,95,47,27,17,7,25,5,17,5,46,16,41,10,15,25,21,4,14,57,19,79,23,31,62,11,16,42,5,26,12,0,27,86,10,0,0,56,0,90,25,47,37,15,85
89,68,94,100,96,98,27,99,37,34,100,36,95,100,86,86,97,82,87,100,40,24,22,73,82,88,34,87,100,25,72,37,100,86,23,35,66,6,11,73,100,99,15,100,9,89,76,64,96,93
29,9,11,23,15,11,20,21,16,0,23,22,10,16,30,37,14,6,11,5,13,20,2,20,5,14,16,6,10,25,10,15,2,13,20,15,35,14,65,5,11,3,25,13,26,21,17,23,16,11
7,5,19,15,45,60,45,13,19,9,15,8,5,31,15,20,13,20,10,6,26,20,7,14,10,20,9,30,7,12,23,39,11,5,30,20,3,30,20,61,30,2,25,13,30,20,43,36,22,10
45,28,18,40,65,70,76,43,29,37,75,69,37,24,58,68,71,20,74,69,31,75,55,64,37,60,36,33,64,68,35,60,37,34,69,38,61,33,55,54,24,66,30,65,47,73,45,56,65,59
40,14,30,34,24,61,19,0,0,26,29,81,0,5,0,40,0,5,16,20,17,1,25,0,20,3,0,9,41,71,5,31,10,0,17,4,0,0,0,4,19,0,29,35,0,37,31,35,23,20
40,51,69,73,62,83,91,93,85,91,77,65,79,67,79,90,82,83,88,76,94,84,82,86,46,88,81,81,81,69,82,81,87,81,81,85,86,82,69,74,91,73,91,92,79,56,89,85,51,83
25,7,15,20,38,33,37,20,11,26,20,38,20,9,39,13,15,14,7,43,45,24,21,42,8,24,26,12,5,44,9,19,24,57,54,26,5,27,32,34,10,26,35,16,29,19,24,41,8,16
10,21,0,33,3,0,5,7,9,5,26,11,2,1,5,13,19,2,9,15,0,0,0,34,18,0,4,5,8,36,4,1,14,25,29,0,0,29,55,0,0,0,10,14,0,6,0,0,8,3
60,0,0,50,5,70,20,15,5,30,20,0,15,20,10,60,15,25,30,25,30,40,40,30,0,5,5,30,0,0,20,20,20,10,70,30,0,30,80,20,25,40,60,0,20,10,60,40,10,30
23,22,27,40,56,45,47,0,20,23,13,26,14,26,51,60,33,14,9,15,22,41,8,22,16,32,24,25,11,73,5,30,14,19,45,15,4,74,88,11,24,29,63,10,43,48,33,56,18,57
20,7,10,45,45,25,35,15,14,13,20,20,12,10,25,30,8,12,15,7,30,13,1,18,7,10,25,15,20,30,15,15,10,5,30,15,10,30,70,25,2,10,40,0,80,50,25,18,10,20
12,2,0,30,15,20,50,8,0,0,9,15,0,0,15,48,10,10,12,5,20,12,8,20,18,10,0,10,12,40,25,0,0,0,30,18,0,18,0,0,0,22,0,0,0,15,35,18,5,0
45,5,0,0,0,20,40,0,0,0,0,0,0,0,0,0,20,0,5,10,5,10,20,9,30,15,0,0,15,50,10,20,0,0,50,5,0,100,50,5,0,0,0,0,15,45,50,10,10,20
25,10,20,25,25,35,20,10,10,15,20,40,15,20,15,50,10,10,5,15,10,30,10,10,15,10,10,20,25,40,20,20,20,5,40,20,10,30,25,15,30,10,20,10,0,25,35,35,20,20
20,15,12,25,20,29,29,20,10,19,19,20,15,15,30,60,14,25,20,17,30,26,19,20,17,25,23,12,39,61,16,15,8,0,29,20,5,22,20,23,16,0,29,22,23,20,30,15,10,30
10,9,10,6,50,10,30,20,0,20,15,4,15,15,30,40,6,15,10,5,15,15,15,30,4,25,50,10,10,80,4,25,40,10,55,25,0,35,20,10,0,0,15,25,60,30,15,30,3,30
14,19,7,15,30,10,20,6,11,9,20,15,0,0,20,19,11,0,4,15,30,14,14,15,6,7,16,16,10,25,9,14,5,30,51,25,5,0,20,21,0,0,42,25,30,9,31,25,9,35
20,10,10,13,30,9,60,40,30,25,30,15,4,4,30,55,20,10,9,20,10,25,26,15,15,14,5,20,30,61,30,13,15,15,45,20,6,19,70,15,5,5,30,5,19,40,35,30,15,20
79,70,68,76,70,74,82,79,75,76,69,78,67,69,70,78,77,69,79,71,75,76,76,76,80,79,77,80,77,71,80,77,77,76,76,74,80,81,68,77,75,79,77,73,72,77,71,75,77,76
71,92,71,85,79,67,81,70,92,74,71,34,75,22,76,79,83,38,81,84,75,90,88,94,28,83,87,65,90,91,87,77,71,88,32,93,60,83,81,85,81,80,90,68,71,79,92,90,85,93
30,10,20,50,20,19,30,20,25,30,40,25,20,0,20,30,10,9,9,20,25,19,10,25,20,25,20,25,40,60,20,19,14,10,40,5,0,25,75,30,25,30,30,5,0,30,20,30,6,15
54,61,51,82,93,66,40,51,65,82,74,72,63,64,39,56,55,40,41,77,82,60,69,56,36,60,61,45,57,60,19,80,80,60,62,81,40,82,92,69,44,35,72,40,81,32,41,72,45,41
70,30,60,70,70,45,45,30,45,60,25,40,30,30,40,45,75,40,70,40,73,60,35,70,60,75,60,50,65,70,60,60,75,35,40,80,35,25,65,80,35,40,30,70,80,35,65,65,60,70
19,16,42,40,52,24,37,19,41,56,45,38,36,22,39,38,45,19,60,38,41,44,24,35,29,27,28,41,20,19,23,34,33,45,63,44,25,42,65,37,33,94,59,56,47,13,46,35,20,41
89,86,84,92,76,93,84,84,86,85,87,90,85,81,83,85,81,88,76,79,87,75,92,81,92,80,87,80,84,92,75,85,93,89,78,83,92,86,81,80,88,88,85,88,83,84,90,90,85,85
24,20,20,20,41,20,30,20,20,29,30,20,29,20,30,25,23,22,15,20,19,29,19,23,50,25,30,18,28,30,24,30,30,21,60,29,10,28,62,30,30,20,50,19,20,21,40,20,21,19
76,20,26,75,36,55,75,35,20,40,45,41,19,30,60,38,26,18,16,15,35,40,30,35,45,40,58,12,56,44,20,64,35,10,73,67,15,70,90,60,13,15,80,40,69,40,52,64,15,25
25,2,0,15,25,15,15,15,8,20,15,0,5,0,20,15,9,13,10,5,15,10,10,5,10,10,20,5,0,0,0,20,18,0,25,10,0,15,30,15,0,0,45,5,15,19,5,20,10,5
92,29,36,66,82,64,91,77,91,79,79,66,100,60,100,100,89,77,100,55,100,96,78,66,100,100,70,93,100,90,95,86,30,93,67,96,99,87,100,71,60,99,96,88,99,78,85,74,100,100
25,6,10,51,29,23,19,14,3,26,40,9,7,5,30,45,12,13,7,12,14,16,20,19,26,13,14,13,29,25,19,11,11,16,25,20,10,63,38,20,9,9,18,7,20,25,20,20,7,7
39,14,11,30,30,30,63,37,41,13,21,18,10,7,67,39,21,26,61,15,38,23,30,35,31,39,45,58,58,64,8,47,57,14,62,40,9,44,42,42,23,32,71,24,55,25,39,55,27,43
15,3,6,20,15,15,15,3,6,20,10,5,0,0,15,35,5,3,5,7,8,20,3,10,10,10,30,5,7,9,5,10,7,3,10,15,0,30,65,40,0,8,10,10,20,10,0,20,10,7
30,20,41,30,18,51,92,46,15,45,51,76,25,14,19,20,40,20,50,41,40,35,73,72,20,51,50,58,29,72,41,21,41,30,51,40,20,30,86,39,66,19,34,21,62,30,51,40,20,30
24,27,37,64,29,40,40,26,30,18,15,19,27,20,70,60,11,12,20,5,24,18,8,29,40,35,39,15,24,28,25,70,20,15,97,25,13,39,60,99,26,13,21,34,61,22,42,50,30,26
0,51,51,100,51,51,0,0,100,51,51,0,0,100,0,100,10,100,0,100,100,100,51,51,51,51,0,100,0,100,100,30,100,100,51,0,51,51,100,51,100,0,51,0,100,51,100,51,100,51
51,10,14,20,20,100,51,17,21,35,30,25,20,15,36,51,20,15,15,32,40,20,40,35,40,60,58,20,20,75,25,40,35,25,50,31,15,85,93,51,10,12,41,30,40,52,40,42,30,15
17,5,5,45,35,40,55,10,3,45,2,39,7,2,32,40,24,6,3,7,13,34,33,26,20,10,36,15,46,60,20,30,25,20,47,29,12,66,33,27,10,22,55,9,35,34,14,46,27,26
26,6,20,73,24,60,18,42,36,67,65,55,46,17,51,100,71,59,61,8,27,67,41,23,33,34,55,19,28,57,28,25,74,73,42,59,35,65,23,58,42,57,73,35,44,67,72,65,19,40
9,5,3,10,29,15,20,9,6,10,15,15,10,3,15,25,10,7,10,5,20,8,10,10,15,13,20,20,30,20,6,15,5,5,45,15,10,40,60,15,14,5,55,10,15,10,30,20,5,10
30,7,19,32,10,51,51,30,11,11,51,30,8,34,18,70,51,13,28,9,15,31,30,27,8,28,20,31,14,25,31,8,29,38,32,19,29,51,29,31,31,28,22,39,51,30,15,32,18,8
35,20,35,81,51,40,50,20,15,30,29,10,10,5,40,50,9,25,10,70,25,19,10,35,40,35,30,25,25,34,15,20,15,8,51,21,10,51,65,76,9,10,24,10,20,15,20,85,25,10
70,10,41,41,71,55,60,40,15,36,60,40,9,20,35,70,31,80,40,14,50,32,30,73,60,30,61,70,25,70,25,70,15,10,40,66,15,30,75,25,11,40,70,16,40,36,24,67,20,30
10,2,20,10,25,8,40,20,5,9,9,15,5,13,20,15,10,5,6,10,10,15,10,10,20,10,9,11,15,30,9,20,10,5,30,19,3,25,81,6,13,10,20,20,3,10,10,20,9,14
15,7,15,25,30,40,20,0,10,10,9,10,10,10,20,30,15,5,5,10,13,20,10,10,15,25,10,20,15,21,15,20,8,10,40,20,5,30,40,25,5,10,20,10,30,8,20,20,15,10
21,10,11,23,29,20,30,20,19,11,30,20,16,16,20,49,15,10,18,19,16,25,10,15,41,35,15,10,30,35,21,19,16,15,15,41,9,35,70,10,21,8,15,11,22,19,19,18,13,20
15,10,10,40,25,25,25,5,10,10,5,10,20,5,30,30,10,7,10,10,20,20,15,29,26,15,10,10,20,30,7,15,15,10,35,30,2,20,20,20,20,20,30,10,30,25,10,30,15,30
20,10,10,15,40,31,50,30,15,20,15,32,12,10,0,30,20,10,5,10,20,15,10,10,10,10,20,10,5,45,2,15,20,5,20,15,5,10,50,6,0,20,10,20,15,20,25,30,12,5
15,5,12,10,8,20,25,3,5,5,15,5,5,0,8,45,6,5,8,4,22,12,5,13,7,18,12,5,10,22,15,10,10,3,30,5,4,14,5,40,10,10,25,8,20,8,13,18,7,6
21,73,69,34,34,69,61,76,78,69,82,34,74,78,66,39,71,72,39,89,66,34,37,39,67,75,68,30,66,65,69,72,89,60,80,66,60,69,34,15,69,26,32,32,65,79,77,75,70,70
50,20,20,0,15,0,20,5,0,5,60,50,5,10,40,10,5,5,5,50,0,30,5,0,5,30,0,50,20,40,15,0,0,5,15,15,50,10,50,0,30,0,10,50,0,20,40,10,10,20
70,60,60,60,40,70,60,40,70,30,50,60,60,40,60,30,30,70,70,30,70,60,40,60,70,60,60,60,40,70,70,70,40,60,40,80,30,60,70,30,60,40,40,40,40,40,70,60,70,30
5,9,25,100,9,24,10,17,18,51,13,40,9,9,41,90,18,65,24,18,64,34,14,43,9,44,71,31,19,74,64,68,26,4,3,42,9,31,100,80,32,3,93,19,17,31,44,40,29,30
14,8,15,30,28,37,15,10,22,6,8,23,0,24,9,32,11,11,10,13,15,13,5,13,18,16,25,12,15,64,8,17,6,5,24,16,16,12,20,15,0,0,36,15,32,17,36,13,9,14
0,29,1,1,19,0,0,10,20,30,31,21,0,31,2,52,10,0,0,1,20,1,9,0,29,20,42,10,0,4,0,1,30,0,9,10,0,0,19,50,1,1,51,0,9,10,51,30,20,42
17,3,7,40,15,25,68,15,40,27,28,12,14,9,17,28,6,13,10,27,21,16,8,30,15,24,6,5,16,63,12,10,14,16,28,55,12,27,89,26,16,13,9,13,39,17,23,24,10,5
0,13,10,28,30,16,10,1,0,18,18,34,11,0,35,33,12,9,12,13,14,46,18,15,12,23,24,8,1,10,20,18,21,29,28,31,0,19,40,27,0,0,30,25,25,0,12,24,0,8
65,45,20,75,45,40,66,45,10,15,35,75,50,30,35,66,45,15,40,20,30,25,41,40,35,25,20,34,55,95,35,25,40,5,25,60,25,45,100,25,20,5,55,10,40,50,35,30,55,20
61,28,0,4,66,80,19,96,80,28,40,0,9,61,100,24,9,0,66,5,80,39,0,30,60,30,63,78,71,62,11,100,97,5,20,18,0,6,28,9,100,0,88,60,60,71,100,100,80,91
25,16,21,35,30,51,39,35,35,60,51,19,25,19,51,46,21,15,5,20,20,26,35,40,19,35,26,41,26,35,50,60,19,31,40,41,15,92,91,36,15,30,61,24,71,50,40,31,10,20
41,10,19,41,52,31,80,19,0,20,71,51,9,18,41,35,41,18,20,0,14,18,8,19,5,51,0,31,10,51,20,31,0,0,19,0,61,21,52,2,1,0,10,40,0,71,21,30,10,9
0,9,19,24,24,14,29,9,14,19,29,9,4,0,29,29,4,0,4,4,24,20,24,19,14,19,0,4,14,34,29,14,4,4,29,14,0,24,34,24,9,9,29,9,14,59,24,29,4,14
39,17,19,23,34,25,7,11,11,15,17,7,5,3,28,7,19,32,28,12,24,25,9,40,8,17,13,2,4,33,18,6,6,7,47,36,1,32,100,2,17,1,3,6,21,46,24,45,25,18
32,21,25,70,81,68,81,23,29,41,41,42,20,41,96,82,30,32,23,35,41,31,22,60,71,51,72,20,41,60,31,39,40,17,71,40,18,100,61,95,32,36,87,40,51,30,81,54,30,30
6,6,9,22,38,21,13,7,19,20,30,14,13,15,30,81,2,7,17,7,9,29,25,9,9,14,23,13,12,42,19,10,20,18,28,20,9,41,41,17,20,8,30,15,30,19,13,15,14,5
79,65,34,42,74,64,68,60,81,69,70,77,36,64,66,81,70,39,61,60,74,34,62,61,62,63,79,57,76,72,61,69,78,70,60,85,32,78,39,76,59,70,81,83,64,78,78,78,71,78
40,6,20,70,20,29,51,10,13,4,18,31,0,24,29,31,11,11,10,10,9,9,5,11,20,20,30,30,30,0,22,7,0,10,82,36,0,29,100,93,23,31,32,62,10,41,0,7,11,0
51,60,51,93,51,51,61,51,51,51,51,30,51,52,51,51,51,51,51,51,54,65,30,51,51,51,51,62,51,51,51,28,51,60,51,20,53,51,51,35,51,51,51,54,54,22,51,51,52,63
56,63,58,55,64,59,63,62,57,60,60,63,46,47,41,65,47,62,44,45,61,56,45,48,45,41,47,60,60,43,46,48,60,60,63,67,57,45,44,58,46,64,56,47,56,56,65,56,59,62
21,7,10,30,25,35,40,10,25,12,25,35,15,25,20,60,15,18,13,10,15,30,10,20,24,30,9,16,55,55,15,25,12,15,90,20,25,45,100,30,20,15,45,15,40,30,20,30,12,15
4,9,2,5,11,20,4,4,5,31,11,9,6,3,4,27,9,2,5,14,10,7,4,4,12,7,43,5,16,19,12,12,22,3,54,5,3,40,45,9,10,2,53,12,18,20,24,10,21,6
72,78,77,77,81,81,77,78,82,78,80,76,80,80,79,78,80,81,82,78,80,75,82,78,76,79,79,76,80,79,76,78,78,83,76,77,76,79,82,78,80,76,81,79,80,79,73,77,76,78
17,14,10,51,19,31,30,15,10,12,35,30,10,18,20,46,10,10,8,7,35,31,8,72,9,30,35,10,42,25,19,24,14,10,73,30,20,13,72,30,9,19,40,16,41,19,51,20,12,28
70,51,37,65,84,42,69,76,77,57,80,65,33,81,80,21,70,70,24,36,51,29,51,33,81,73,27,60,86,82,82,84,65,51,82,51,45,70,72,60,32,30,61,51,81,73,81,37,51,30
16,10,19,30,60,50,50,25,5,39,38,30,15,20,25,39,5,15,11,10,15,35,20,26,49,21,15,26,65,35,15,38,20,5,75,30,10,49,28,30,21,5,70,35,59,30,39,39,20,30
14,8,14,100,22,50,41,11,9,28,30,30,13,12,25,77,14,13,30,13,50,20,18,18,24,10,41,24,61,100,9,25,19,20,29,42,4,72,81,10,19,40,51,15,51,20,30,40,10,40
74,87,77,81,80,86,86,81,83,91,100,80,84,84,81,100,84,52,85,84,95,83,67,77,100,77,81,81,75,79,83,78,84,81,81,78,72,51,82,80,90,78,64,83,83,80,89,81,74,51
14,10,15,20,30,31,14,6,15,10,14,15,10,11,27,8,8,12,7,1,12,19,7,15,9,34,41,2,5,20,15,37,24,4,35,45,2,19,20,4,0,20,30,15,25,8,30,16,6,32
20,6,0,20,15,19,30,15,10,15,9,6,0,0,9,0,15,5,15,0,29,0,0,30,20,21,9,0,40,50,20,10,5,21,65,25,0,9,80,0,5,20,25,0,30,20,50,5,10,0
40,37,31,38,29,41,44,33,33,41,36,35,21,30,54,34,63,31,11,36,26,31,30,26,43,33,33,30,31,36,70,27,31,39,35,37,58,34,39,29,26,22,30,30,73,30,71,38,26,38
50,10,15,0,50,0,0,25,20,0,25,30,0,10,45,60,15,15,12,25,45,30,30,25,15,30,50,20,25,60,10,50,0,0,40,35,10,35,50,30,0,5,60,0,55,10,40,35,20,20
41,11,20,95,40,100,72,39,20,41,50,52,20,29,100,81,0,50,31,40,28,20,5,30,50,20,0,19,82,100,5,29,2,40,50,18,5,21,93,62,50,0,20,72,40,29,39,30,30,10
70,32,0,70,62,30,0,0,0,0,80,60,0,0,0,40,30,0,0,30,40,21,18,10,40,0,0,61,18,70,0,0,0,31,61,30,0,0,81,0,0,0,20,31,20,31,0,10,20,44
50,5,10,50,40,35,61,20,10,5,10,19,3,10,25,25,25,7,20,51,20,25,36,30,15,5,5,5,25,40,15,30,20,10,70,15,5,30,71,19,10,10,60,44,2,30,15,40,20,39
10,6,6,18,35,12,22,15,6,5,5,15,5,5,13,22,18,7,5,10,13,16,7,12,10,8,5,10,20,16,5,9,3,5,14,22,5,30,25,10,15,10,30,5,31,15,14,15,5,5
60,80,69,60,79,73,61,75,79,94,60,79,76,65,41,78,77,72,64,73,78,75,77,79,78,82,80,79,90,75,65,75,70,66,61,82,77,58,71,71,81,76,70,60,66,89,70,67,74,65
17,15,13,60,32,65,58,32,25,46,20,15,18,30,59,35,18,13,13,29,30,36,35,28,36,26,48,25,20,32,18,20,39,30,47,60,20,74,75,70,20,17,40,44,75,29,55,37,27,26
0,4,9,9,15,16,35,15,30,10,20,9,0,15,19,8,10,3,15,0,9,0,19,18,56,40,0,4,20,30,45,5,0,0,10,18,20,0,40,0,0,30,40,0,60,20,9,19,10,13
25,8,12,35,29,30,65,12,25,19,45,29,10,15,25,45,12,10,18,8,12,30,10,24,12,19,18,12,8,39,17,15,12,20,79,24,25,60,15,14,15,20,14,16,39,22,25,29,12,19
17,5,5,0,6,16,0,13,13,8,14,10,0,12,21,9,14,5,33,7,8,18,2,20,0,34,0,13,26,37,26,15,0,0,0,49,0,10,55,8,33,0,36,16,31,4,12,24,4,63
36,13,19,43,32,76,92,51,29,83,51,82,18,62,60,51,63,23,16,11,51,81,82,82,29,83,51,33,51,72,70,87,83,15,71,83,13,98,100,79,51,51,83,31,91,38,25,86,24,26
15,8,10,56,34,56,40,27,34,18,45,10,25,9,55,41,15,6,8,14,16,53,11,55,10,35,25,10,39,30,8,30,19,70,34,20,5,85,36,23,24,15,40,10,59,20,30,30,14,20
30,20,20,20,50,40,60,70,80,40,40,70,30,40,60,40,70,30,30,10,40,70,60,90,30,70,60,40,60,40,60,40,40,60,60,40,20,60,70,40,20,40,80,70,70,60,80,40,30,30
9,5,5,40,8,2,19,10,0,5,10,8,15,0,0,28,3,6,5,8,14,4,4,4,30,5,29,14,15,17,7,11,20,1,40,10,1,8,19,72,17,6,55,0,46,0,30,3,9,2
19,0,5,26,15,29,3,0,0,14,12,27,2,19,12,9,8,0,7,8,4,5,5,12,14,1,10,19,5,20,31,10,2,10,11,4,0,5,15,43,3,0,30,2,53,13,33,35,5,8
20,5,15,25,20,30,40,15,10,20,20,20,10,20,40,30,10,10,10,10,10,20,10,10,5,10,20,10,20,15,10,15,10,10,30,10,10,50,60,10,5,5,30,25,15,20,15,30,5,20
14,29,11,4,56,27,48,18,16,69,74,15,16,3,78,58,5,13,7,8,40,35,8,22,46,30,9,29,15,60,14,41,70,44,76,55,3,66,40,28,28,4,61,32,77,61,25,46,41,23
40,25,6,45,51,50,100,61,50,25,90,30,20,13,86,40,8,19,30,25,20,60,19,30,5,38,41,10,50,40,60,51,40,30,51,35,20,51,15,100,20,4,51,25,70,30,76,71,40,51
0,0,20,20,25,20,40,6,10,40,30,0,0,0,40,30,15,20,15,20,9,41,5,20,80,10,50,30,40,65,10,19,30,15,60,25,15,10,51,70,0,21,30,51,15,30,30,41,12,30
43,21,41,71,45,46,69,66,26,22,42,40,35,26,75,82,70,43,25,21,20,45,42,67,40,71,47,45,45,67,69,20,37,15,72,32,45,11,46,83,12,14,67,68,46,69,36,49,44,46
50,0,10,80,40,100,30,5,3,0,80,0,10,15,0,60,10,36,20,0,50,30,0,0,0,0,0,5,0,51,20,20,5,0,40,30,0,30,100,0,0,80,0,0,0,20,10,0,40,0
73,89,82,76,72,76,77,83,80,67,81,71,74,80,79,76,87,80,70,72,78,78,77,68,80,71,79,77,78,75,75,75,74,74,74,84,67,76,74,63,66,70,72,83,63,72,71,84,77,83
9,38,28,56,39,74,25,46,28,12,23,53,30,57,46,21,26,59,51,24,38,6,33,19,42,0,60,41,9,32,1,20,7,7,64,19,8,53,82,59,3,61,37,14,66,6,55,74,73,38
7,10,23,62,25,44,65,37,6,17,24,7,13,24,63,78,18,56,6,3,59,25,34,44,12,59,76,8,29,20,23,39,27,71,66,36,11,73,34,50,15,11,41,15,63,4,36,37,11,7
66,24,32,65,41,59,41,57,60,38,64,59,64,33,43,65,37,37,24,38,35,63,57,57,76,56,34,35,73,75,37,75,25,43,66,58,41,34,61,29,26,19,85,57,92,61,37,61,37,62
12,10,11,31,70,70,75,13,25,19,9,20,15,50,30,40,10,10,19,15,30,10,30,40,15,30,15,65,19,60,15,30,70,20,80,40,5,40,100,40,10,30,70,5,25,70,60,29,15,20
20,2,19,31,19,32,65,9,19,15,18,19,20,19,31,20,9,9,9,5,11,20,18,29,40,20,30,9,25,72,10,20,9,4,45,39,9,71,82,41,20,20,51,19,39,41,19,73,21,14
27,3,15,50,25,15,60,44,0,38,38,23,0,0,57,29,28,15,0,42,55,8,36,15,12,0,20,33,0,54,0,8,13,8,28,10,0,49,55,63,23,27,85,0,18,30,38,20,12,0
15,9,30,19,41,14,51,20,30,17,19,19,19,19,19,20,14,19,14,13,29,19,19,25,19,20,19,19,25,66,14,30,20,13,45,35,19,41,40,20,8,15,51,15,51,24,20,34,9,15
20,3,0,50,30,0,0,0,0,0,30,10,9,0,1,0,0,0,13,0,0,40,9,25,3,12,0,0,30,10,10,19,40,4,4,40,0,10,30,0,0,0,60,19,9,0,0,0,10,20
45,25,25,65,40,82,60,25,30,35,40,40,25,40,55,70,29,35,55,40,40,44,35,32,45,30,30,30,40,75,25,40,35,32,45,40,35,40,90,50,35,45,80,40,35,60,45,75,50,70
19,9,17,40,35,25,66,20,19,59,54,64,12,15,40,75,20,15,14,20,20,35,55,20,30,25,24,9,60,61,14,31,15,18,50,25,10,41,75,31,22,15,40,14,70,25,25,34,14,11
37,25,24,20,20,20,25,6,15,26,29,25,24,40,20,45,29,26,1,23,51,19,26,21,20,29,19,39,20,31,15,13,25,20,51,30,19,18,31,23,0,0,20,6,40,14,35,14,29,25
2,3,0,6,2,2,0,5,0,0,0,0,0,0,2,0,1,2,1,1,1,2,1,4,10,1,2,2,1,1,1,2,0,0,0,0,0,1,0,0,0,0,3,5,0,2,6,8,2,2
34,8,21,8,20,16,41,31,32,45,12,14,15,21,30,68,45,24,13,25,17,69,24,61,6,37,27,60,11,17,9,40,26,18,61,36,15,12,24,14,27,15,82,32,67,59,21,38,25,14
35,10,19,35,30,17,50,30,15,17,10,32,15,25,30,40,15,15,10,15,18,15,25,33,20,20,35,15,30,25,15,20,15,10,45,35,20,60,40,30,30,15,40,15,35,30,20,30,20,20
22,20,17,27,26,17,43,18,11,19,17,16,21,2,31,22,27,28,25,21,23,35,19,31,19,4,28,20,17,22,2,22,19,18,15,19,4,36,28,8,19,20,18,21,30,44,21,19,22,18
79,85,81,90,80,90,84,75,87,82,83,71,80,80,88,89,82,89,79,89,90,88,72,88,82,86,84,85,90,84,86,80,75,85,73,72,91,84,85,84,89,83,86,60,87,84,77,70,81,80
14,10,9,40,40,30,57,9,15,29,35,70,6,10,75,60,25,25,15,19,7,24,25,22,9,25,41,15,50,70,30,14,24,67,82,24,25,60,36,80,15,22,20,10,51,20,40,30,9,26
10,10,10,25,20,35,100,35,20,10,100,50,30,40,80,40,15,35,15,10,20,20,10,30,20,40,20,10,40,40,15,20,25,35,75,25,20,40,100,30,10,30,10,5,50,25,15,75,15,30
17,7,20,14,30,30,20,14,9,10,10,20,10,16,20,17,13,7,9,11,9,11,11,14,17,12,19,10,10,30,7,18,15,7,26,15,9,20,100,9,9,7,31,9,13,10,20,34,10,15
16,8,0,79,28,27,19,0,11,34,9,6,7,9,6,67,32,10,21,10,24,11,16,29,12,22,1,12,35,10,10,9,12,6,4,42,14,0,68,100,17,0,19,22,7,9,18,24,12,13
36,94,85,1,93,66,6,65,13,62,72,67,62,28,77,68,37,5,72,58,67,88,56,67,74,72,2,55,73,66,29,71,24,70,62,32,29,3,77,22,13,30,73,15,74,55,56,41,40,45
